Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,,,
Serie A,Temporada2018,Jornada 38,Benevento,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 1,Roma,4,0,0,"-0,1737572","0,2141196","0,804737"
Serie A,Temporada2017,Jornada 1,Genoa,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Chievo,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Lazio,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Milan,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Juventus,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Bologna,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2017,Jornada 1,Sampdoria,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Sassuolo,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Napoli,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Pescara,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2017,Jornada 1,Cagliari,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2017,Jornada 1,Udinese,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2017,Jornada 1,Atalanta,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2017,Jornada 1,Torino,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Fiorentina,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,Crotone,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2017,Jornada 1,Empoli,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 1,SSD Palermo,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2017,Jornada 1,Inter,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 2,Genoa,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2017,Jornada 2,Juventus,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2017,Jornada 2,Sampdoria,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 2,Roma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 2,Pescara,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 2,Napoli,3,0,3,"0,0007719","0,0395905","0,6302079"
Serie A,Temporada2017,Jornada 2,Torino,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 2,Chievo,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 2,Lazio,6,0,4,"-0,0858494","0,1262118","0,7168292"
Serie A,Temporada2017,Jornada 2,Fiorentina,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 2,Milan,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2017,Jornada 2,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 2,Sassuolo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 2,Bologna,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 2,SSD Palermo,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2017,Jornada 2,Cagliari,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2017,Jornada 2,Inter,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 2,Atalanta,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 2,Crotone,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 2,Empoli,1,0,7,"0,2624369","-0,2220745","0,3685429"
Serie A,Temporada2017,Jornada 3,Genoa,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 3,Juventus,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 3,Napoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 3,Roma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 3,Sampdoria,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2017,Jornada 3,Udinese,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 3,Bologna,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 3,Pescara,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 3,Chievo,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2017,Jornada 3,Lazio,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 3,Inter,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2017,Jornada 3,Torino,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 3,Atalanta,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 3,Fiorentina,3,0,6,"0,1318617","-0,0914993","0,4991181"
Serie A,Temporada2017,Jornada 3,Milan,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2017,Jornada 3,Empoli,0,0,7,"0,3058762","-0,2655138","0,3251036"
Serie A,Temporada2017,Jornada 3,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 3,Cagliari,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2017,Jornada 3,SSD Palermo,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 3,Crotone,3,0,4,"0,0444685","-0,0041061","0,5865113"
Serie A,Temporada2017,Jornada 4,Napoli,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 4,Genoa,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 4,Juventus,5,0,2,"-0,1298033","0,1701657","0,7607831"
Serie A,Temporada2017,Jornada 4,Roma,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 4,Lazio,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 4,Chievo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 4,Inter,3,0,1,"-0,0866213","0,1269837","0,7176011"
Serie A,Temporada2017,Jornada 4,Sampdoria,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2017,Jornada 4,Fiorentina,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 4,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 4,Sassuolo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 4,Udinese,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 4,Bologna,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2017,Jornada 4,Torino,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 4,Cagliari,4,0,5,"0,0447258","-0,0043634","0,586254"
Serie A,Temporada2017,Jornada 4,Pescara,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 4,Empoli,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2017,Jornada 4,Atalanta,3,0,4,"0,0444685","-0,0041061","0,5865113"
Serie A,Temporada2017,Jornada 4,SSD Palermo,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 4,Crotone,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 5,Juventus,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2017,Jornada 5,Napoli,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 5,Roma,6,0,3,"-0,129546","0,1699084","0,7605258"
Serie A,Temporada2017,Jornada 5,Chievo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 5,Inter,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2017,Jornada 5,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 5,Bologna,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 5,Genoa,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 5,Lazio,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2017,Jornada 5,Fiorentina,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 5,Udinese,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 5,Sampdoria,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 5,Sassuolo,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2017,Jornada 5,Torino,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2017,Jornada 5,Pescara,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 5,SSD Palermo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 5,Cagliari,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 5,Empoli,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2017,Jornada 5,Atalanta,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 5,Crotone,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2017,Jornada 6,Juventus,4,0,3,"-0,0426674","0,0830298","0,6736472"
Serie A,Temporada2017,Jornada 6,Napoli,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 6,Inter,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 6,Roma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 6,Lazio,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 6,Milan,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 6,Chievo,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2017,Jornada 6,Bologna,3,0,1,"-0,0866213","0,1269837","0,7176011"
Serie A,Temporada2017,Jornada 6,Sassuolo,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 6,Torino,3,0,8,"0,2192549","-0,1788925","0,4117249"
Serie A,Temporada2017,Jornada 6,Genoa,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 6,Fiorentina,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 6,Cagliari,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 6,Udinese,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 6,Pescara,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 6,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 6,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 6,SSD Palermo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 6,Empoli,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2017,Jornada 6,Crotone,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 7,Juventus,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 7,Napoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Roma,3,0,1,"-0,0866213","0,1269837","0,7176011"
Serie A,Temporada2017,Jornada 7,Lazio,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Genoa,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Torino,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 7,Inter,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 7,Cagliari,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2017,Jornada 7,Bologna,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 7,Atalanta,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Sassuolo,3,0,3,"0,0007719","0,0395905","0,6302079"
Serie A,Temporada2017,Jornada 7,Fiorentina,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 7,Sampdoria,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Udinese,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Pescara,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 7,SSD Palermo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Empoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 7,Crotone,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2017,Jornada 8,Juventus,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2017,Jornada 8,Roma,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2017,Jornada 8,Milan,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 8,Torino,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 8,Napoli,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 8,Lazio,5,0,2,"-0,1298033","0,1701657","0,7607831"
Serie A,Temporada2017,Jornada 8,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 8,Cagliari,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 8,Genoa,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 8,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 8,Inter,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2017,Jornada 8,Bologna,3,0,5,"0,0881651","-0,0478027","0,5428147"
Serie A,Temporada2017,Jornada 8,Atalanta,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2017,Jornada 8,Fiorentina,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2017,Jornada 8,Sampdoria,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 8,Pescara,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2017,Jornada 8,Udinese,3,0,5,"0,0881651","-0,0478027","0,5428147"
Serie A,Temporada2017,Jornada 8,SSD Palermo,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2017,Jornada 8,Empoli,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 8,Crotone,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2017,Jornada 9,Juventus,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2017,Jornada 9,Roma,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2017,Jornada 9,Milan,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 9,Napoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 9,Torino,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 9,Lazio,3,0,3,"0,0007719","0,0395905","0,6302079"
Serie A,Temporada2017,Jornada 9,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 9,Atalanta,3,0,0,"-0,1303179","0,1706803","0,7612977"
Serie A,Temporada2017,Jornada 9,Sassuolo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 9,Cagliari,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 9,Fiorentina,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 9,Genoa,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2017,Jornada 9,Bologna,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 9,Inter,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 9,Sampdoria,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 9,Udinese,3,0,1,"-0,0866213","0,1269837","0,7176011"
Serie A,Temporada2017,Jornada 9,Pescara,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 9,Empoli,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2017,Jornada 9,SSD Palermo,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2017,Jornada 9,Crotone,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 10,Juventus,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2017,Jornada 10,Roma,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2017,Jornada 10,Napoli,2,0,6,"0,175301","-0,1349386","0,4556788"
Serie A,Temporada2017,Jornada 10,Milan,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 10,Lazio,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 10,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 10,Genoa,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 10,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 10,Chievo,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 10,Inter,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 10,Fiorentina,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2017,Jornada 10,Udinese,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 10,Bologna,3,0,3,"0,0007719","0,0395905","0,6302079"
Serie A,Temporada2017,Jornada 10,Sassuolo,4,0,6,"0,0884224","-0,04806","0,5425574"
Serie A,Temporada2017,Jornada 10,Cagliari,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2017,Jornada 10,Sampdoria,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 10,Pescara,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 10,Empoli,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2017,Jornada 10,SSD Palermo,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2017,Jornada 10,Crotone,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2017,Jornada 11,Juventus,3,0,5,"0,0881651","-0,0478027","0,5428147"
Serie A,Temporada2017,Jornada 11,Roma,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2017,Jornada 11,Milan,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 11,Lazio,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 11,Napoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 11,Atalanta,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 11,Torino,3,0,4,"0,0444685","-0,0041061","0,5865113"
Serie A,Temporada2017,Jornada 11,Fiorentina,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 11,Cagliari,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 11,Genoa,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2017,Jornada 11,Chievo,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2017,Jornada 11,Inter,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 11,Udinese,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 11,Sampdoria,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 11,Bologna,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 11,Sassuolo,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2017,Jornada 11,Pescara,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 11,Empoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 11,SSD Palermo,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2017,Jornada 11,Crotone,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 12,Juventus,5,0,3,"-0,0861067","0,1264691","0,7170865"
Serie A,Temporada2017,Jornada 12,Roma,3,0,4,"0,0444685","-0,0041061","0,5865113"
Serie A,Temporada2017,Jornada 12,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 12,Lazio,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 12,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2017,Jornada 12,Napoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 12,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 12,Fiorentina,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2017,Jornada 12,Inter,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 12,Genoa,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 12,Cagliari,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 12,Chievo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 12,Udinese,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 12,Sampdoria,3,0,0,"-0,1303179","0,1706803","0,7612977"
Serie A,Temporada2017,Jornada 12,Bologna,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2017,Jornada 12,Sassuolo,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2017,Jornada 12,Empoli,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 12,Pescara,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 12,SSD Palermo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 12,Crotone,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 13,Juventus,2,0,6,"0,175301","-0,1349386","0,4556788"
Serie A,Temporada2017,Jornada 13,Roma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 13,Milan,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 13,Lazio,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 13,Atalanta,3,0,1,"-0,0866213","0,1269837","0,7176011"
Serie A,Temporada2017,Jornada 13,Napoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 13,Torino,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 13,Fiorentina,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2017,Jornada 13,Inter,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2017,Jornada 13,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 13,Sampdoria,3,0,0,"-0,1303179","0,1706803","0,7612977"
Serie A,Temporada2017,Jornada 13,Genoa,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 13,Bologna,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 13,Cagliari,1,0,7,"0,2624369","-0,2220745","0,3685429"
Serie A,Temporada2017,Jornada 13,Udinese,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 13,Sassuolo,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2017,Jornada 13,Empoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 13,Pescara,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2017,Jornada 13,SSD Palermo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 13,Crotone,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 14,Juventus,4,0,5,"0,0447258","-0,0043634","0,586254"
Serie A,Temporada2017,Jornada 14,Roma,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 14,Milan,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 14,Lazio,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2017,Jornada 14,Atalanta,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 14,Torino,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2017,Jornada 14,Napoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2017,Jornada 14,Inter,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 14,Fiorentina,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2017,Jornada 14,Genoa,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 14,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 14,Cagliari,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2017,Jornada 14,Chievo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2017,Jornada 14,Bologna,0,0,2,"0,0873932","-0,0470308","0,5435866"
