Liga,Temporada,Jornada,Equipo,Cambios realizados portero partido,Cambios realizados centrocampista partido,Cambios realizados delantero partido,Y LAMBDA,EXP LAMBDA
Serie A,Temporada2017,Jornada 5,Empoli,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 5,Atalanta,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 5,Crotone,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 6,Juventus,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 6,Napoli,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 6,Inter,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 6,Roma,0,5,3,"0,5012429","1,6507717404"
Serie A,Temporada2017,Jornada 6,Lazio,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2017,Jornada 6,Milan,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 6,Chievo,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 6,Bologna,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 6,Sassuolo,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 6,Torino,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 6,Genoa,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 6,Fiorentina,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 6,Cagliari,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 6,Udinese,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2017,Jornada 6,Pescara,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 6,Atalanta,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2017,Jornada 6,Sampdoria,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 6,SSD Palermo,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 6,Empoli,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 6,Crotone,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 7,Juventus,0,6,3,"0,5389633","1,7142287997"
Serie A,Temporada2017,Jornada 7,Napoli,0,2,6,"0,6027242","1,8270893838"
Serie A,Temporada2017,Jornada 7,Roma,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2017,Jornada 7,Lazio,0,3,4,"0,4973496","1,6443572856"
Serie A,Temporada2017,Jornada 7,Chievo,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2017,Jornada 7,Milan,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 7,Genoa,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 7,Torino,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2017,Jornada 7,Inter,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 7,Cagliari,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 7,Bologna,0,6,2,"0,4674158","1,5958648261"
Serie A,Temporada2017,Jornada 7,Atalanta,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2017,Jornada 7,Sassuolo,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 7,Fiorentina,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2017,Jornada 7,Sampdoria,0,5,3,"0,5012429","1,6507717404"
Serie A,Temporada2017,Jornada 7,Udinese,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 7,Pescara,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 7,SSD Palermo,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 7,Empoli,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 7,Crotone,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 8,Juventus,0,0,6,"0,5272834","1,6943232524"
Serie A,Temporada2017,Jornada 8,Roma,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 8,Milan,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2017,Jornada 8,Torino,0,7,0,"0,3620412","1,4362581146"
Serie A,Temporada2017,Jornada 8,Napoli,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 8,Lazio,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 8,Chievo,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 8,Cagliari,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 8,Genoa,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 8,Sassuolo,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2017,Jornada 8,Inter,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 8,Bologna,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 8,Atalanta,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2017,Jornada 8,Fiorentina,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 8,Sampdoria,0,5,3,"0,5012429","1,6507717404"
Serie A,Temporada2017,Jornada 8,Pescara,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 8,Udinese,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 8,SSD Palermo,0,0,0,"0,0979984","1,1029610204"
Serie A,Temporada2017,Jornada 8,Empoli,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2017,Jornada 8,Crotone,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 9,Juventus,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 9,Roma,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 9,Milan,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 9,Napoli,0,2,6,"0,6027242","1,8270893838"
Serie A,Temporada2017,Jornada 9,Torino,0,6,0,"0,3243208","1,3830909315"
Serie A,Temporada2017,Jornada 9,Lazio,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 9,Chievo,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 9,Atalanta,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2017,Jornada 9,Sassuolo,0,6,1,"0,3958683","1,4856736414"
Serie A,Temporada2017,Jornada 9,Cagliari,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 9,Fiorentina,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 9,Genoa,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 9,Bologna,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 9,Inter,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 9,Sampdoria,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 9,Udinese,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 9,Pescara,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 9,Empoli,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 9,SSD Palermo,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 9,Crotone,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 10,Juventus,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 10,Roma,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 10,Napoli,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 10,Milan,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 10,Lazio,0,6,3,"0,5389633","1,7142287997"
Serie A,Temporada2017,Jornada 10,Atalanta,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2017,Jornada 10,Genoa,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 10,Torino,0,4,3,"0,4635225","1,5896637248"
Serie A,Temporada2017,Jornada 10,Chievo,0,1,5,"0,4934563","1,6379677556"
Serie A,Temporada2017,Jornada 10,Inter,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 10,Fiorentina,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 10,Udinese,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 10,Bologna,0,0,0,"0,0979984","1,1029610204"
Serie A,Temporada2017,Jornada 10,Sassuolo,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 10,Cagliari,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2017,Jornada 10,Sampdoria,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 10,Pescara,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 10,Empoli,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2017,Jornada 10,SSD Palermo,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 10,Crotone,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2017,Jornada 11,Juventus,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 11,Roma,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 11,Milan,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 11,Lazio,0,3,4,"0,4973496","1,6443572856"
Serie A,Temporada2017,Jornada 11,Napoli,0,5,3,"0,5012429","1,6507717404"
Serie A,Temporada2017,Jornada 11,Atalanta,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 11,Torino,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 11,Fiorentina,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 11,Cagliari,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2017,Jornada 11,Genoa,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 11,Chievo,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 11,Inter,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 11,Udinese,0,3,3,"0,4258021","1,5308177963"
Serie A,Temporada2017,Jornada 11,Sampdoria,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2017,Jornada 11,Bologna,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 11,Sassuolo,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 11,Pescara,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 11,Empoli,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 11,SSD Palermo,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 11,Crotone,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2017,Jornada 12,Juventus,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 12,Roma,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2017,Jornada 12,Milan,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 12,Lazio,0,3,4,"0,4973496","1,6443572856"
Serie A,Temporada2017,Jornada 12,Atalanta,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 12,Napoli,0,2,6,"0,6027242","1,8270893838"
Serie A,Temporada2017,Jornada 12,Torino,0,5,3,"0,5012429","1,6507717404"
Serie A,Temporada2017,Jornada 12,Fiorentina,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 12,Inter,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 12,Genoa,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 12,Cagliari,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2017,Jornada 12,Chievo,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 12,Udinese,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2017,Jornada 12,Sampdoria,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 12,Bologna,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 12,Sassuolo,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2017,Jornada 12,Empoli,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2017,Jornada 12,Pescara,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 12,SSD Palermo,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 12,Crotone,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2017,Jornada 13,Juventus,0,3,3,"0,4258021","1,5308177963"
Serie A,Temporada2017,Jornada 13,Roma,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2017,Jornada 13,Milan,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 13,Lazio,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2017,Jornada 13,Atalanta,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2017,Jornada 13,Napoli,0,2,6,"0,6027242","1,8270893838"
Serie A,Temporada2017,Jornada 13,Torino,0,4,3,"0,4635225","1,5896637248"
Serie A,Temporada2017,Jornada 13,Fiorentina,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 13,Inter,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 13,Chievo,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2017,Jornada 13,Sampdoria,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 13,Genoa,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 13,Bologna,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 13,Cagliari,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 13,Udinese,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 13,Sassuolo,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 13,Empoli,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 13,Pescara,0,0,0,"0,0979984","1,1029610204"
Serie A,Temporada2017,Jornada 13,SSD Palermo,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 13,Crotone,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2017,Jornada 14,Juventus,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 14,Roma,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2017,Jornada 14,Milan,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 14,Lazio,0,3,3,"0,4258021","1,5308177963"
Serie A,Temporada2017,Jornada 14,Atalanta,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2017,Jornada 14,Torino,0,4,3,"0,4635225","1,5896637248"
Serie A,Temporada2017,Jornada 14,Napoli,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 14,Inter,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 14,Fiorentina,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 14,Genoa,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 14,Sampdoria,0,5,1,"0,3581479","1,430677202"
Serie A,Temporada2017,Jornada 14,Cagliari,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2017,Jornada 14,Chievo,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 14,Bologna,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 14,Udinese,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 14,Sassuolo,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2017,Jornada 14,Empoli,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 14,Pescara,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 14,Crotone,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 14,SSD Palermo,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 15,Juventus,0,6,3,"0,5389633","1,7142287997"
Serie A,Temporada2017,Jornada 15,Roma,0,0,0,"0,0979984","1,1029610204"
Serie A,Temporada2017,Jornada 15,Milan,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 15,Napoli,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 15,Lazio,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 15,Atalanta,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 15,Torino,0,4,3,"0,4635225","1,5896637248"
Serie A,Temporada2017,Jornada 15,Fiorentina,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 15,Sampdoria,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2017,Jornada 15,Inter,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 15,Genoa,0,3,4,"0,4973496","1,6443572856"
Serie A,Temporada2017,Jornada 15,Cagliari,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2017,Jornada 15,Chievo,0,2,5,"0,5311767","1,7009326189"
Serie A,Temporada2017,Jornada 15,Udinese,0,3,4,"0,4973496","1,6443572856"
Serie A,Temporada2017,Jornada 15,Sassuolo,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 15,Bologna,0,3,3,"0,4258021","1,5308177963"
Serie A,Temporada2017,Jornada 15,Empoli,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 15,Pescara,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 15,Crotone,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2017,Jornada 15,SSD Palermo,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 16,Juventus,0,2,6,"0,6027242","1,8270893838"
Serie A,Temporada2017,Jornada 16,Roma,0,0,0,"0,0979984","1,1029610204"
Serie A,Temporada2017,Jornada 16,Milan,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 16,Napoli,0,3,3,"0,4258021","1,5308177963"
Serie A,Temporada2017,Jornada 16,Lazio,1,1,2,"0,481028","1,6177365809"
Serie A,Temporada2017,Jornada 16,Atalanta,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 16,Fiorentina,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2017,Jornada 16,Torino,0,4,3,"0,4635225","1,5896637248"
Serie A,Temporada2017,Jornada 16,Inter,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 16,Chievo,0,2,6,"0,6027242","1,8270893838"
Serie A,Temporada2017,Jornada 16,Sampdoria,0,7,0,"0,3620412","1,4362581146"
Serie A,Temporada2017,Jornada 16,Udinese,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2017,Jornada 16,Genoa,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 16,Cagliari,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 16,Sassuolo,0,6,0,"0,3243208","1,3830909315"
Serie A,Temporada2017,Jornada 16,Bologna,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 16,Empoli,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 16,Crotone,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 16,Pescara,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 16,SSD Palermo,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 17,Juventus,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 17,Roma,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 17,Napoli,0,5,3,"0,5012429","1,6507717404"
Serie A,Temporada2017,Jornada 17,Lazio,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2017,Jornada 17,Milan,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 17,Atalanta,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 17,Inter,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 17,Fiorentina,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 17,Torino,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 17,Chievo,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 17,Udinese,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2017,Jornada 17,Genoa,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 17,Sampdoria,0,5,3,"0,5012429","1,6507717404"
Serie A,Temporada2017,Jornada 17,Bologna,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 17,Cagliari,0,5,2,"0,4296954","1,5367893462"
Serie A,Temporada2017,Jornada 17,Sassuolo,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 17,Empoli,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 17,Crotone,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2017,Jornada 17,SSD Palermo,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 17,Pescara,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 18,Juventus,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 18,Roma,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2017,Jornada 18,Milan,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 18,Napoli,0,6,0,"0,3243208","1,3830909315"
Serie A,Temporada2017,Jornada 18,Lazio,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 18,Atalanta,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2017,Jornada 18,Inter,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 18,Torino,0,3,3,"0,4258021","1,5308177963"
Serie A,Temporada2017,Jornada 18,Fiorentina,0,4,3,"0,4635225","1,5896637248"
Serie A,Temporada2017,Jornada 18,Chievo,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 18,Udinese,0,3,4,"0,4973496","1,6443572856"
Serie A,Temporada2017,Jornada 18,Genoa,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2017,Jornada 18,Sampdoria,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2017,Jornada 18,Cagliari,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2017,Jornada 18,Bologna,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2017,Jornada 18,Sassuolo,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 18,Empoli,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 18,SSD Palermo,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2017,Jornada 18,Pescara,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 18,Crotone,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 19,Juventus,0,6,2,"0,4674158","1,5958648261"
Serie A,Temporada2017,Jornada 19,Roma,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 19,Napoli,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 19,Lazio,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2017,Jornada 19,Milan,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 19,Atalanta,0,1,5,"0,4934563","1,6379677556"
Serie A,Temporada2017,Jornada 19,Inter,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 19,Fiorentina,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 19,Torino,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 19,Udinese,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2017,Jornada 19,Chievo,0,3,3,"0,4258021","1,5308177963"
Serie A,Temporada2017,Jornada 19,Sampdoria,0,3,4,"0,4973496","1,6443572856"
Serie A,Temporada2017,Jornada 19,Genoa,2,3,1,"0,6871355","1,9880127069"
Serie A,Temporada2017,Jornada 19,Cagliari,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2017,Jornada 19,Bologna,0,5,2,"0,4296954","1,5367893462"
Serie A,Temporada2017,Jornada 19,Sassuolo,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 19,Empoli,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2017,Jornada 19,SSD Palermo,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 19,Crotone,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2017,Jornada 19,Pescara,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2017,Jornada 20,Juventus,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 20,Roma,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2017,Jornada 20,Napoli,0,3,3,"0,4258021","1,5308177963"
Serie A,Temporada2017,Jornada 20,Lazio,0,0,8,"0,6703784","1,954976944"
Serie A,Temporada2017,Jornada 20,Milan,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 20,Inter,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 20,Atalanta,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 20,Fiorentina,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2017,Jornada 20,Torino,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2017,Jornada 20,Cagliari,0,6,2,"0,4674158","1,5958648261"
Serie A,Temporada2017,Jornada 20,Udinese,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2017,Jornada 20,Chievo,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 20,Sampdoria,0,5,1,"0,3581479","1,430677202"
Serie A,Temporada2017,Jornada 20,Bologna,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2017,Jornada 20,Genoa,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2017,Jornada 20,Sassuolo,0,0,7,"0,5988309","1,819989806"
Serie A,Temporada2017,Jornada 20,Empoli,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 20,SSD Palermo,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2017,Jornada 20,Crotone,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2017,Jornada 20,Pescara,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2017,Jornada 21,Juventus,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2017,Jornada 21,Roma,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2017,Jornada 21,Napoli,0,7,0,"0,3620412","1,4362581146"
Serie A,Temporada2017,Jornada 21,Lazio,0,1,1,"0,2072663","1,2303101598"
